Time,Block,Action,Score,Block Count,systemtime
60442,I,768,0,13,18:54:41.412617
60729,I,768,0,13,18:54:41.699783
61097,I,768,0,13,18:54:42.067998
61299,I,768,0,13,18:54:42.269398
61475,I,768,0,13,18:54:42.445545
61721,I,768,0,13,18:54:42.691671
61861,I,768,0,13,18:54:42.831792
62059,I,768,0,13,18:54:43.029912
62637,I,768,0,13,18:54:43.608245
63611,T,768,0,14,18:54:44.582024
63893,T,768,0,14,18:54:44.863513
64545,T,768,0,14,18:54:45.516009
64776,T,768,0,14,18:54:45.747295
65115,T,768,0,14,18:54:46.085473
65555,T,768,0,14,18:54:46.526083
68005,J,768,0,15,18:54:48.975807
68925,J,768,0,15,18:54:49.896432
69313,O,768,0,16,18:54:50.283984
69541,O,768,0,16,18:54:50.511899
69711,O,768,0,16,18:54:50.681776
70392,O,768,0,16,18:54:51.363299
71086,S,768,0,17,18:54:52.056825
71470,S,768,0,17,18:54:52.441235
71683,S,768,0,17,18:54:52.654296
71987,S,768,0,17,18:54:52.958225
72128,S,768,0,17,18:54:53.098726
72525,S,768,0,17,18:54:53.496263
72587,S,768,0,17,18:54:53.558070
72967,S,768,0,17,18:54:53.938130
73682,S,768,0,17,18:54:54.653632
74866,J,768,0,18,18:54:55.837203
75090,J,768,0,18,18:54:56.061613
75317,J,768,0,18,18:54:56.288090
75456,J,768,0,18,18:54:56.427354
75823,J,768,0,18,18:54:56.793965
76020,J,768,0,18,18:54:56.991232
76363,J,768,0,18,18:54:57.334454
76804,O,768,0,19,18:54:57.775050
77006,O,768,0,19,18:54:57.977191
77198,O,768,0,19,18:54:58.169485
77396,O,768,0,19,18:54:58.366971
77917,O,768,0,19,18:54:58.888158
78297,O,768,0,19,18:54:59.268748
78375,O,771,10,20,18:54:59.346111
78836,T,768,0,20,18:54:59.807758
79075,T,768,0,20,18:55:00.046274
79357,T,768,0,20,18:55:00.328467
79544,T,768,0,20,18:55:00.515245
79831,T,768,0,20,18:55:00.802880
80007,T,768,0,20,18:55:00.978083
80378,T,768,0,20,18:55:01.349312
80687,T,768,0,20,18:55:01.658080
80931,T,768,0,20,18:55:01.902885
81075,T,769,10,21,18:55:02.047020
81558,S,768,0,21,18:55:02.529761
82486,S,768,0,21,18:55:03.457823
82911,S,768,0,21,18:55:03.882095
83489,I,768,0,22,18:55:04.460371
83742,I,768,0,22,18:55:04.713895
84028,I,768,0,22,18:55:04.999230
84566,I,768,0,22,18:55:05.537392
84835,I,768,0,22,18:55:05.806749
85101,I,768,0,22,18:55:06.072355
85732,Z,768,0,23,18:55:06.703153
86033,END,999,0,23,18:55:07.005028
