Time,Block,Action,Score,Block Count,systemtime
44279,S,768,0,13,15:46:56.635607
44702,S,768,0,13,15:46:57.057703
44910,S,768,0,13,15:46:57.266469
45270,Z,768,0,14,15:46:57.626295
45432,Z,768,0,14,15:46:57.788110
45536,Z,768,0,14,15:46:57.892123
46714,Z,768,0,14,15:46:59.070395
47033,Z,768,0,14,15:46:59.388732
47688,Z,768,0,14,15:47:00.044247
48251,L,768,0,15,15:47:00.607108
48857,L,768,0,15,15:47:01.213392
49088,L,768,0,15,15:47:01.444539
49568,L,768,0,15,15:47:01.924268
49658,L,768,0,15,15:47:02.014078
49938,L,768,0,15,15:47:02.294450
50266,L,768,0,15,15:47:02.622334
50934,Z,768,0,16,15:47:03.290569
52107,Z,768,0,16,15:47:04.463129
52437,Z,768,0,16,15:47:04.793714
52568,Z,768,0,16,15:47:04.924354
52780,Z,768,0,16,15:47:05.136086
52948,Z,768,0,16,15:47:05.304487
53183,Z,768,0,16,15:47:05.539406
53513,Z,768,0,16,15:47:05.869601
53687,T,769,10,17,15:47:06.043425
53687,T,769,20,17,15:47:06.043459
54132,S,768,0,17,15:47:06.488570
54320,S,768,0,17,15:47:06.676273
54562,S,768,0,17,15:47:06.918223
54712,S,768,0,17,15:47:07.067961
54873,S,768,0,17,15:47:07.229189
55004,S,768,0,17,15:47:07.360317
55270,S,768,0,17,15:47:07.626944
55392,S,768,0,17,15:47:07.748790
55514,S,768,0,17,15:47:07.870607
55731,S,768,0,17,15:47:08.087859
55997,S,768,0,17,15:47:08.353950
56393,J,768,0,18,15:47:08.749212
56528,J,768,0,18,15:47:08.884862
56741,J,768,0,18,15:47:09.097989
56774,J,768,0,18,15:47:09.130006
57056,J,768,0,18,15:47:09.412782
57239,J,768,0,18,15:47:09.595296
57416,J,768,0,18,15:47:09.772850
57573,J,768,0,18,15:47:09.929917
58197,J,768,0,18,15:47:10.553183
58327,J,768,0,18,15:47:10.683671
58469,J,768,0,18,15:47:10.825775
58652,J,768,0,18,15:47:11.008260
59035,J,768,0,18,15:47:11.391207
59413,J,768,0,19,15:47:11.769351
59671,J,768,0,19,15:47:12.028066
59799,J,768,0,19,15:47:12.155745
59948,J,768,0,19,15:47:12.304586
60156,J,768,0,19,15:47:12.512927
60167,J,768,0,19,15:47:12.523946
60539,J,768,0,19,15:47:12.895681
60774,J,768,0,19,15:47:13.130948
61246,J,768,0,20,15:47:13.602480
62197,J,768,0,20,15:47:14.554059
62861,J,768,0,20,15:47:15.217583
63147,J,768,0,20,15:47:15.503564
63757,S,768,0,21,15:47:16.113239
64202,S,768,0,21,15:47:16.558692
64790,S,768,0,21,15:47:17.146356
65264,I,768,0,22,15:47:17.620443
65409,I,768,0,22,15:47:17.766212
65550,I,768,0,22,15:47:17.907195
65846,I,768,0,22,15:47:18.202496
65977,O,769,10,23,15:47:18.333488
65977,O,769,20,23,15:47:18.333523
65977,O,769,30,23,15:47:18.333553
66448,I,768,0,23,15:47:18.805277
66856,I,768,0,23,15:47:19.212422
67891,I,768,0,23,15:47:20.247700
68426,T,768,0,24,15:47:20.782928
68933,T,768,0,24,15:47:21.289405
69241,T,768,0,24,15:47:21.598057
69620,T,768,0,24,15:47:21.977356
69818,T,768,0,24,15:47:22.174866
70313,T,768,0,24,15:47:22.669743
70609,T,768,0,24,15:47:22.965898
71059,Z,768,0,25,15:47:23.415531
71244,Z,768,0,25,15:47:23.600798
71308,Z,768,0,25,15:47:23.664725
71645,Z,768,0,25,15:47:24.001685
72020,Z,768,0,25,15:47:24.376692
72255,Z,768,0,25,15:47:24.611912
72428,Z,768,0,25,15:47:24.785124
72948,Z,768,0,25,15:47:25.305252
73472,O,768,0,26,15:47:25.829079
73635,O,768,0,26,15:47:25.991745
73938,O,768,0,26,15:47:26.294849
74064,O,768,0,26,15:47:26.420662
74222,O,768,0,26,15:47:26.578722
74348,O,768,0,26,15:47:26.705421
74918,L,768,0,27,15:47:27.275174
75296,L,768,0,27,15:47:27.653231
75645,L,768,0,27,15:47:28.002259
75789,L,768,0,27,15:47:28.145901
75931,L,768,0,27,15:47:28.287904
76082,L,768,0,27,15:47:28.439162
76209,L,768,0,27,15:47:28.565860
76344,L,768,0,27,15:47:28.701164
76460,L,768,0,27,15:47:28.816655
76629,L,768,0,27,15:47:28.986306
76779,L,768,0,27,15:47:29.136575
76931,L,768,0,27,15:47:29.288320
77425,J,768,0,28,15:47:29.782468
78080,J,768,0,28,15:47:30.437190
78559,J,768,0,28,15:47:30.916245
78819,J,768,0,28,15:47:31.176183
79098,J,768,0,28,15:47:31.454874
79149,I,771,10,29,15:47:31.506486
80229,L,768,0,29,15:47:32.585813
80422,L,768,0,29,15:47:32.779597
80611,L,768,0,29,15:47:32.968198
80796,L,768,0,29,15:47:33.153248
80969,L,768,0,29,15:47:33.326316
81152,L,768,0,29,15:47:33.508972
81355,L,768,0,29,15:47:33.711935
81522,L,768,0,29,15:47:33.879256
81622,L,768,0,29,15:47:33.979686
82546,L,768,0,30,15:47:34.903518
82875,L,768,0,30,15:47:35.232311
83093,L,768,0,30,15:47:35.450501
83292,L,768,0,30,15:47:35.648927
84127,L,768,0,30,15:47:36.484141
84571,L,768,0,30,15:47:36.928360
84647,END,999,0,30,15:47:37.003969
