timestamp,raw_value,attention,label,systemtime
1646523627.950502,74,44,0,15:40:27.950510
1646523627.951214,81,44,0,15:40:27.951216
1646523627.952554,56,44,0,15:40:27.952556
1646523627.954973,36,44,0,15:40:27.954976
1646523627.9562612,37,44,0,15:40:27.956265
1646523627.957481,49,44,0,15:40:27.957484
1646523627.958827,65,44,0,15:40:27.958830
1646523627.959989,75,44,0,15:40:27.959992
1646523627.962611,82,44,0,15:40:27.962615
1646523627.965054,74,44,0,15:40:27.965057
1646523627.966235,45,44,0,15:40:27.966238
1646523627.96875,48,44,0,15:40:27.968755
1646523627.9701009,68,44,0,15:40:27.970105
1646523627.9750369,67,44,0,15:40:27.975041
1646523627.976245,56,44,0,15:40:27.976249
1646523627.976313,56,44,0,15:40:27.976315
1646523627.982342,60,44,0,15:40:27.982349
1646523627.98275,69,44,0,15:40:27.982753
1646523627.982869,81,44,0,15:40:27.982872
1646523627.9841201,88,44,0,15:40:27.984124
1646523627.9865081,82,44,0,15:40:27.986513
1646523627.990815,77,44,0,15:40:27.990820
1646523627.995115,80,44,0,15:40:27.995120
1646523627.995378,76,44,0,15:40:27.995381
1646523627.995795,76,44,0,15:40:27.995798
1646523628.001025,86,44,0,15:40:28.001047
1646523628.001415,98,44,0,15:40:28.001419
1646523628.002203,103,44,0,15:40:28.002207
1646523628.002767,86,44,0,15:40:28.002771
1646523628.0068429,69,44,0,15:40:28.006846
1646523628.006907,82,44,0,15:40:28.006908
1646523628.007741,98,44,0,15:40:28.007747
1646523628.008797,108,44,0,15:40:28.008803
1646523628.011269,121,44,0,15:40:28.011273
1646523628.0261078,129,44,0,15:40:28.026112
1646523628.037333,122,44,0,15:40:28.037337
1646523628.054898,130,44,0,15:40:28.054901
1646523628.076258,150,44,0,15:40:28.076262
1646523628.0763059,163,44,0,15:40:28.076307
1646523628.106047,156,44,0,15:40:28.106051
1646523628.108785,138,44,0,15:40:28.108788
1646523628.109487,133,44,0,15:40:28.109489
1646523628.1098619,168,44,0,15:40:28.109863
1646523628.1099288,220,44,0,15:40:28.109930
1646523628.109966,218,44,0,15:40:28.109967
1646523628.1106281,105,44,0,15:40:28.110630
1646523628.111479,17,44,0,15:40:28.111481
1646523628.112014,35,44,0,15:40:28.112016
1646523628.113059,171,44,0,15:40:28.113061
1646523628.113603,284,44,0,15:40:28.113604
1646523628.113801,297,44,0,15:40:28.113811
1646523628.114262,293,44,0,15:40:28.114272
1646523628.115072,311,44,0,15:40:28.115081
1646523628.11569,348,44,0,15:40:28.115692
1646523628.1157389,358,44,0,15:40:28.115740
1646523628.115936,265,44,0,15:40:28.115937
1646523628.116236,249,44,0,15:40:28.116238
1646523628.1162791,291,44,0,15:40:28.116280
1646523628.117625,208,44,0,15:40:28.117627
1646523628.117731,112,44,0,15:40:28.117732
1646523628.117766,109,44,0,15:40:28.117767
1646523628.1182,164,44,0,15:40:28.118201
1646523628.11824,187,44,0,15:40:28.118241
1646523628.11848,187,44,0,15:40:28.118481
1646523628.118516,216,44,0,15:40:28.118519
1646523628.1190379,205,44,0,15:40:28.119039
1646523628.119073,117,44,0,15:40:28.119073
1646523628.1194031,56,44,0,15:40:28.119404
1646523628.1194398,70,44,0,15:40:28.119440
1646523628.119837,53,44,0,15:40:28.119838
1646523628.1500301,-40,44,0,15:40:28.150034
1646523628.151212,-81,44,0,15:40:28.151215
1646523628.163907,16,44,0,15:40:28.163912
1646523628.166295,104,44,0,15:40:28.166299
1646523628.173863,73,44,0,15:40:28.173868
1646523628.174016,-7,44,0,15:40:28.174018
1646523628.1740658,-43,44,0,15:40:28.174069
1646523628.174103,-8,44,0,15:40:28.174104
1646523628.174135,19,44,0,15:40:28.174136
1646523628.174199,4,44,0,15:40:28.174201
1646523628.1742668,-43,44,0,15:40:28.174268
1646523628.174454,-92,44,0,15:40:28.174455
1646523628.1744902,-131,44,0,15:40:28.174491
1646523628.174578,-141,44,0,15:40:28.174579
1646523628.1746109,-126,44,0,15:40:28.174612
1646523628.17469,-88,44,0,15:40:28.174691
1646523628.1747258,-58,44,0,15:40:28.174727
1646523628.174758,-45,44,0,15:40:28.174759
1646523628.1747892,-66,44,0,15:40:28.174790
1646523628.1748202,-137,44,0,15:40:28.174821
1646523628.174881,-194,44,0,15:40:28.174882
1646523628.175134,-157,44,0,15:40:28.175135
1646523628.175194,-93,44,0,15:40:28.175204
1646523628.1752698,-74,44,0,15:40:28.175271
1646523628.175304,-92,44,0,15:40:28.175305
1646523628.175336,-119,44,0,15:40:28.175336
1646523628.175366,-98,44,0,15:40:28.175367
1646523628.1753972,-45,44,0,15:40:28.175398
1646523628.1754282,-37,44,0,15:40:28.175428
1646523628.175458,-66,44,0,15:40:28.175459
1646523628.175489,-88,44,0,15:40:28.175489
1646523628.175519,-101,44,0,15:40:28.175520
1646523628.17555,-118,44,0,15:40:28.175550
1646523628.1755798,-132,44,0,15:40:28.175580
1646523628.17561,-134,44,0,15:40:28.175611
1646523628.175641,-133,44,0,15:40:28.175641
1646523628.175671,-133,44,0,15:40:28.175672
1646523628.175701,-124,44,0,15:40:28.175702
1646523628.175732,-104,44,0,15:40:28.175740
1646523628.175771,-88,44,0,15:40:28.175772
1646523628.1758022,-73,44,0,15:40:28.175803
1646523628.175833,-77,44,0,15:40:28.175833
1646523628.175863,-85,44,0,15:40:28.175864
1646523628.175893,-88,44,0,15:40:28.175894
1646523628.175947,-88,44,0,15:40:28.175948
1646523628.1762571,-69,44,0,15:40:28.176259
1646523628.177495,-55,44,0,15:40:28.177498
