Time,Block,Action,Score,Block Count,systemtime
54027,Z,768,0,14,15:41:00.624389
54276,Z,768,0,14,15:41:00.873363
54475,T,769,10,15,15:41:01.072424
54932,S,768,0,15,15:41:01.528961
55134,S,768,0,15,15:41:01.731194
55937,S,768,0,15,15:41:02.534879
56288,S,768,0,15,15:41:02.885152
56580,S,768,0,15,15:41:03.177438
57103,S,768,0,16,15:41:03.700870
57295,S,768,0,16,15:41:03.892104
57596,S,768,0,16,15:41:04.193328
58482,S,768,0,16,15:41:05.079164
58860,S,768,0,16,15:41:05.457727
59582,S,768,0,16,15:41:06.179774
60270,J,768,0,17,15:41:06.867842
60534,J,768,0,17,15:41:07.131408
60768,J,768,0,17,15:41:07.365758
61182,J,768,0,17,15:41:07.779185
61508,J,768,0,17,15:41:08.105337
61737,J,768,0,17,15:41:08.334533
61926,J,768,0,17,15:41:08.523599
62084,J,768,0,17,15:41:08.682073
62122,J,771,10,18,15:41:08.719530
62691,O,768,0,18,15:41:09.289121
63084,O,768,0,18,15:41:09.681942
63271,O,768,0,18,15:41:09.868223
63412,O,768,0,18,15:41:10.010015
64058,O,768,0,18,15:41:10.655261
64684,S,768,0,19,15:41:11.281417
64846,S,768,0,19,15:41:11.443325
65269,S,768,0,19,15:41:11.866720
65432,S,768,0,19,15:41:12.030189
65575,S,768,0,19,15:41:12.172531
66214,S,768,0,19,15:41:12.811442
66593,S,768,0,19,15:41:13.190684
67048,O,768,0,20,15:41:13.645488
67626,O,768,0,20,15:41:14.224013
67778,O,768,0,20,15:41:14.375492
67919,O,768,0,20,15:41:14.516441
68053,O,768,0,20,15:41:14.651132
68210,O,768,0,20,15:41:14.807779
68568,T,768,0,21,15:41:15.166115
68733,T,768,0,21,15:41:15.331185
68916,T,768,0,21,15:41:15.514136
69439,T,768,0,21,15:41:16.036538
69607,T,768,0,21,15:41:16.204434
69976,T,768,0,21,15:41:16.574188
70154,T,768,0,21,15:41:16.752185
70321,T,768,0,21,15:41:16.919286
70538,T,768,0,21,15:41:17.135834
70931,T,768,0,21,15:41:17.528877
71449,S,768,0,22,15:41:18.046734
71612,S,768,0,22,15:41:18.209482
71913,S,768,0,22,15:41:18.510460
72385,S,768,0,22,15:41:18.982491
73524,O,768,0,23,15:41:20.122235
73681,O,768,0,23,15:41:20.278989
73904,O,768,0,23,15:41:20.501730
74054,O,768,0,23,15:41:20.652276
74673,O,768,0,23,15:41:21.270759
74862,O,768,0,23,15:41:21.460155
75492,O,768,0,23,15:41:22.089577
75797,O,768,0,23,15:41:22.395258
75933,O,768,0,23,15:41:22.530746
76104,O,768,0,23,15:41:22.702454
76297,O,768,0,23,15:41:22.894645
76756,I,768,0,24,15:41:23.353719
76938,I,768,0,24,15:41:23.536321
77099,I,768,0,24,15:41:23.697113
77540,I,768,0,24,15:41:24.138103
78071,T,768,0,25,15:41:24.668766
78284,T,768,0,25,15:41:24.881968
78400,T,768,0,25,15:41:24.998417
78529,T,768,0,25,15:41:25.126998
79131,T,768,0,25,15:41:25.728697
79476,T,768,0,25,15:41:26.074271
80279,Z,768,0,26,15:41:26.876862
80497,Z,768,0,26,15:41:27.095505
80612,Z,768,0,26,15:41:27.210216
82680,Z,768,0,26,15:41:29.278099
82934,Z,768,0,26,15:41:29.531882
83264,Z,768,0,26,15:41:29.861828
83404,END,999,0,27,15:41:30.002333
