Time,Block,Action,Score,Block Count,systemtime
42793,S,768,0,11,19:21:10.907487
43071,S,768,0,11,19:21:11.185042
43425,L,768,0,12,19:21:11.539561
43680,L,768,0,12,19:21:11.794590
44112,L,768,0,12,19:21:12.226467
44797,L,768,0,12,19:21:12.910887
45402,I,768,0,13,19:21:13.516519
45570,I,768,0,13,19:21:13.684175
45730,I,768,0,13,19:21:13.844005
45778,I,768,0,13,19:21:13.892652
46105,I,768,0,13,19:21:14.219218
46292,I,768,0,13,19:21:14.405849
46516,I,768,0,13,19:21:14.630444
47570,I,768,0,14,19:21:15.683947
47767,I,768,0,14,19:21:15.881738
47892,I,768,0,14,19:21:16.006085
48022,I,768,0,14,19:21:16.136329
48156,I,768,0,14,19:21:16.270109
48280,I,768,0,14,19:21:16.394013
48978,I,768,0,14,19:21:17.092770
49080,I,768,0,14,19:21:17.194644
49198,I,768,0,14,19:21:17.312527
49305,I,768,0,14,19:21:17.419852
49419,I,768,0,14,19:21:17.532966
49521,I,768,0,14,19:21:17.635674
49633,I,768,0,14,19:21:17.747766
49736,I,768,0,14,19:21:17.850854
49963,I,768,0,14,19:21:18.077801
50166,S,769,10,15,19:21:18.280172
50166,L,769,20,15,19:21:18.280207
50617,O,768,0,15,19:21:18.731264
50904,O,768,0,15,19:21:19.018209
51708,O,768,0,15,19:21:19.822684
52089,O,768,0,16,19:21:20.203386
52365,O,768,0,16,19:21:20.479321
52785,O,768,0,16,19:21:20.899980
53132,T,768,0,17,19:21:21.246083
53415,T,768,0,17,19:21:21.529955
53570,T,768,0,17,19:21:21.684394
53751,T,768,0,17,19:21:21.865588
54297,T,768,0,17,19:21:22.411536
54758,T,768,0,18,19:21:22.872289
54964,T,768,0,18,19:21:23.078599
55536,T,768,0,18,19:21:23.650470
55660,T,768,0,18,19:21:23.774279
55783,T,768,0,18,19:21:23.897792
55918,T,768,0,18,19:21:24.032762
56048,T,768,0,18,19:21:24.162999
56171,T,768,0,18,19:21:24.285850
56359,T,768,0,18,19:21:24.473307
57286,T,768,0,19,19:21:25.401152
57517,T,768,0,19,19:21:25.631962
57807,T,768,0,19,19:21:25.921587
58284,T,768,0,19,19:21:26.398368
58654,T,768,0,19,19:21:26.768632
58831,T,768,0,19,19:21:26.945259
58984,T,768,0,19,19:21:27.098500
59549,T,768,0,19,19:21:27.663270
59857,S,768,0,20,19:21:27.971882
60182,S,768,0,20,19:21:28.297137
60578,S,768,0,20,19:21:28.692971
60702,S,768,0,20,19:21:28.816874
60827,S,768,0,20,19:21:28.941761
60950,S,768,0,20,19:21:29.064989
61135,S,768,0,20,19:21:29.249477
61541,Z,768,0,21,19:21:29.655501
61786,Z,768,0,21,19:21:29.901032
61967,Z,768,0,21,19:21:30.082260
62421,Z,768,0,21,19:21:30.535882
62850,L,768,0,22,19:21:30.965244
63331,L,768,0,22,19:21:31.445566
63813,L,768,0,22,19:21:31.928295
64411,L,768,0,22,19:21:32.525873
64653,L,768,0,22,19:21:32.767724
65041,L,768,0,23,19:21:33.155851
65259,L,768,0,23,19:21:33.374290
65561,L,768,0,23,19:21:33.676056
66032,L,768,0,23,19:21:34.147019
66300,I,768,0,24,19:21:34.415088
66584,I,768,0,24,19:21:34.699294
66843,I,768,0,24,19:21:34.957597
67096,I,768,0,24,19:21:35.211291
67425,I,768,0,24,19:21:35.540158
67758,I,768,0,24,19:21:35.873213
68091,T,768,0,25,19:21:36.205536
68353,T,768,0,25,19:21:36.468460
68531,T,768,0,25,19:21:36.646429
68774,T,768,0,25,19:21:36.888844
68928,T,768,0,25,19:21:37.042622
69104,T,768,0,25,19:21:37.218996
69270,T,768,0,25,19:21:37.384898
69689,T,768,0,25,19:21:37.803728
69923,T,768,0,25,19:21:38.038437
70197,I,768,0,26,19:21:38.311731
70502,I,768,0,26,19:21:38.616966
70859,I,768,0,26,19:21:38.973867
71048,I,768,0,26,19:21:39.163272
71215,I,768,0,26,19:21:39.330514
71363,I,768,0,26,19:21:39.477829
71500,I,768,0,26,19:21:39.614732
71641,I,769,10,27,19:21:39.755785
71641,Z,769,20,27,19:21:39.755820
71641,O,769,30,27,19:21:39.755849
71641,I,769,40,27,19:21:39.755876
72053,L,768,0,27,19:21:40.168161
72600,L,768,0,27,19:21:40.715372
73081,L,768,0,27,19:21:41.196521
73474,L,768,0,27,19:21:41.589445
73722,L,768,0,27,19:21:41.836905
73952,L,768,0,27,19:21:42.066981
74215,L,768,0,27,19:21:42.330558
74430,L,768,0,27,19:21:42.544998
74586,L,768,0,27,19:21:42.700844
74790,L,768,0,27,19:21:42.905097
74961,L,768,0,27,19:21:43.076265
75290,O,768,0,28,19:21:43.405326
75473,O,768,0,28,19:21:43.588242
75629,O,768,0,28,19:21:43.744216
75802,O,768,0,28,19:21:43.917036
75968,O,768,0,28,19:21:44.083669
76190,O,768,0,29,19:21:44.305351
76331,O,768,0,29,19:21:44.445791
76466,O,768,0,29,19:21:44.581314
76611,O,768,0,29,19:21:44.726339
76789,O,768,0,29,19:21:44.904307
76876,O,768,0,29,19:21:44.991464
77366,L,768,0,30,19:21:45.481450
77665,L,768,0,30,19:21:45.780184
77874,L,768,0,30,19:21:45.989200
78152,L,768,0,30,19:21:46.266814
78383,L,768,0,30,19:21:46.498703
78723,L,768,0,30,19:21:46.838449
79258,L,768,0,30,19:21:47.373626
79420,L,768,0,30,19:21:47.535530
79550,L,768,0,30,19:21:47.665563
79777,L,768,0,30,19:21:47.892046
79936,L,768,0,30,19:21:48.050943
80102,L,768,0,30,19:21:48.217854
80297,L,768,0,30,19:21:48.412039
80919,L,768,0,31,19:21:49.034367
81344,L,768,0,31,19:21:49.459421
81533,L,768,0,31,19:21:49.648262
81672,L,768,0,31,19:21:49.787180
81819,L,768,0,31,19:21:49.934447
81890,END,999,0,31,19:21:50.005194
