Time,Block,Action,Score,Block Count,systemtime
53094,J,768,0,19,13:57:39.484633
53336,J,768,0,19,13:57:39.726767
53579,J,768,0,19,13:57:39.969867
53751,J,768,0,19,13:57:40.142184
54196,J,768,0,19,13:57:40.586431
54421,J,769,10,20,13:57:40.812350
54954,O,768,0,20,13:57:41.344724
55131,O,768,0,20,13:57:41.521616
55296,O,768,0,20,13:57:41.686825
55472,O,768,0,20,13:57:41.863259
55767,O,768,0,20,13:57:42.158266
55773,T,771,10,21,13:57:42.163592
56866,S,768,0,21,13:57:43.256790
57321,S,768,0,21,13:57:43.712312
58400,S,768,0,21,13:57:44.790585
58820,O,768,0,22,13:57:45.211300
58981,O,768,0,22,13:57:45.371560
59145,O,768,0,22,13:57:45.535596
59299,O,768,0,22,13:57:45.689831
59596,O,768,0,22,13:57:45.986691
60413,S,768,0,23,13:57:46.804288
60669,S,768,0,23,13:57:47.060473
60868,S,768,0,23,13:57:47.258852
61132,S,768,0,23,13:57:47.523013
61691,O,768,0,24,13:57:48.082416
62518,O,768,0,24,13:57:48.909395
62850,I,768,0,25,13:57:49.241554
63214,I,768,0,25,13:57:49.604654
63402,I,768,0,25,13:57:49.793470
63591,I,768,0,25,13:57:49.982489
63785,I,768,0,25,13:57:50.175744
63961,I,768,0,25,13:57:50.352059
64831,T,768,0,26,13:57:51.221895
65224,T,768,0,26,13:57:51.615000
65456,T,768,0,26,13:57:51.847523
65617,T,768,0,26,13:57:52.008444
65866,T,768,0,26,13:57:52.257034
66027,T,768,0,26,13:57:52.418574
66314,T,768,0,26,13:57:52.704825
66563,T,768,0,26,13:57:52.954201
67056,J,769,10,27,13:57:53.446841
67516,Z,768,0,27,13:57:53.907277
67674,Z,768,0,27,13:57:54.065392
68145,Z,768,0,27,13:57:54.536751
68922,Z,768,0,27,13:57:55.313450
69232,Z,768,0,27,13:57:55.623604
69968,S,768,0,28,13:57:56.359826
70217,S,768,0,28,13:57:56.608551
70389,S,768,0,28,13:57:56.780509
70701,S,768,0,28,13:57:57.091948
71721,T,768,0,29,13:57:58.112283
71898,T,768,0,29,13:57:58.289036
72063,T,768,0,29,13:57:58.454365
72446,T,768,0,29,13:57:58.836990
72665,T,768,0,29,13:57:59.056430
73571,Z,768,0,30,13:57:59.962302
73994,Z,768,0,30,13:58:00.385013
74390,Z,768,0,30,13:58:00.781275
74611,END,999,0,31,13:58:01.002863
